ID,Traditional,Simplified,Pinyin,POS,Meaning
L5-0832,過量,过量,guòliàng,Vs,"overkill, overrun, overdo"
L5-0833,過敏,过敏,guòmǐn,Vs,have allergy
L5-0834,過目,过目,guòmù,VA,look over (list/etc) so as to check/approve
L5-0835,過人,过人,guòrén,Vs,"excel, surpass, surpass others"
L5-0836,過失,过失,guòshī,N,"fault, slip, error, unpremeditated crime"
L5-0837,過癮,过瘾,guòyǐn,Vs,"satisfy craving, enjoy oneself to the fullest"
L5-0838,過重,过重,guòzhòng,Vs,overbalance
L5-0839,海拔,海拔,hǎibá,N,"elevation, height above sea level"
L5-0840,海面,海面,hǎimiàn,N,sea level
L5-0841,海運,海运,hǎiyùn,N,"sea transportation, ocean shipping"
L5-0842,害蟲,害虫,hàichóng,N,pest
L5-0843,喊,喊,hǎn,VA,call (sb.)
L5-0844,行號,行号,hánghào,N,(registered) company
L5-0845,航空信,航空信,hángkōngxìn,N,air mail
L5-0846,行列,行列,hángliè,N,"ranks, procession"
L5-0847,航行,航行,hángxíng,VA,"sail, fly"
L5-0848,毫不,毫不,háobù,Adv,not at all
L5-0849,好比,好比,hǎobǐ,VA,"can be compared to, may be likened to, be just like"
L5-0850,好手,好手,hǎoshǒu,N,"good hand, expert, professional"
L5-0851,好受,好受,hǎoshòu,Vs,"pleasurable, comfortable, feeling good"
L5-0852,號,号,hào,VA,"name, be called"
L5-0853,好學,好学,hàoxué,Vs,"be fond of learning, be eager to learn"
L5-0854,號子,号子,hàozi,N,(registered) stock company
L5-0855,何,何,hé,Det,"which, what"
L5-0856,合併,合并,hébìng,VA,"merge, amalgamate"
L5-0857,核定,核定,hédìng,VA,"check and ratify, appraise and decide"
L5-0858,核對,核对,héduì,VA,check figures/proof
L5-0859,和解,和解,héjiě,VA,become reconciled
L5-0860,和睦,和睦,hémù,Vs,harmony; concord; amicability
L5-0861,核算,核算,hésuàn,VA,"examine and calculate, assess, check"
L5-0862,合同,合同,hétóng,N,contract
L5-0863,和諧,和谐,héxié,Vs,"harmonious, concordant"
L5-0864,合意,合意,héyì,Vs,"be to one's liking, pleasing, be to one's taste, suit"
L5-0865,合約,合约,héyuē,N,"treaty, contract"
L5-0866,何在,何在,hézài,Vs,"where?, what place?"
L5-0867,核准,核准,hézhǔn,VA,"check and approve, ratify"
L5-0868,核子,核子,hézǐ,N,nucleon
L5-0869,黑名單,黑名单,hēimíngdān,N,blacklist
L5-0870,黑社會,黑社会,hēishèhuì,N,criminal underworld
L5-0871,狠,狠,hěn,Vs,malicious
L5-0872,狠心,狠心,hěnxīn,Vs,cruel
L5-0873,哼,哼,hēng,Vs,inj.: humph!
L5-0874,哼,哼,hēng,VA,hum
L5-0875,橫,横,héng,VA,"move crosswise, transverse"
L5-0876,衡量,衡量,héngliáng,VA,"weigh, measure, judge"
L5-0877,轟動,轰动,hōngdòng,Vs,"make a sensation, stir"
L5-0878,轟轟烈烈,轰轰烈烈,hōnghōnglièliè,Vs,astounding
L5-0879,紅利,红利,hónglì,N,[commerce] an extra dividend; a bonus; a profit
L5-0880,紅燒,红烧,hóngshāo,VA,braise in soy sauce
L5-0881,洪水,洪水,hóngshuǐ,N,"flood, floodwater"
L5-0882,宏偉,宏伟,hóngwěi,Vs,"magnificent, grand"
L5-0883,哄,哄,hǒng,VA,"fool, coax"
L5-0884,候選人,候选人,hòuxuǎnrén,N,candidate (for election)
L5-0885,呼籲,呼吁,hūyù,VA,appeal to
L5-0886,壺,壶,hú,M,[container] container measure word for the amount of liquid
L5-0887,蝴蝶,蝴蝶,húdié,N,butterfly
L5-0888,胡亂,胡乱,húluàn,Adv,"carelessly, casually"
L5-0889,狐疑,狐疑,húyí,Vs,be suspicious
L5-0890,護,护,hù,VA,"protect, guard, be partial to, shield, cover"
L5-0891,互補,互补,hùbǔ,Vs,"help each other, complement"
L5-0892,互惠,互惠,hùhuì,Vs,reciprocity
L5-0893,戶口,户口,hùkǒu,N,"number of households and total population, registered permanent residence"
L5-0894,花瓣,花瓣,huābàn,N,(flower) petal
L5-0895,花朵,花朵,huāduǒ,N,flower
L5-0896,花卉,花卉,huāhuì,N,"flowering plant, painting of flowers/plants"
L5-0897,花紋,花纹,huāwén,N,"decorative pattern, figure, wood grain"
L5-0898,花樣,花样,huāyàng,N,"pattern, variety"
L5-0899,划不來,划不来,huábùlái,Vs,"not worthwhile, not to one's advantage"
L5-0900,華人,华人,Huárén,N,Ch. people
L5-0901,華裔,华裔,Huáyì,N,foreign citizen of Ch. origin
L5-0902,化工,化工,huàgōng,N,chemical industry
L5-0903,話劇,话剧,huàjù,N,"modern drama, stage play"
L5-0904,畫面,画面,huàmiàn,N,"general appearance of a picture, tableau, frame, TV screen"
L5-0905,化石,化石,huàshí,N,fossil
L5-0906,劃時代,划时代,huàshídài,Vs,"epoch-making, epochal"
L5-0907,畫展,画展,huàzhǎn,N,art/paintings exhibition
L5-0908,懷,怀,huái,Vs,"think of, cherish, conceive (a child)"
L5-0909,懷念,怀念,huáiniàn,Vs,"cherish memory of, think of"
L5-0910,懷疑,怀疑,huáiyí,Vs,"suspect, doubt"
L5-0911,歡送,欢送,huānsòng,VA,see/send off
L5-0912,患,患,huàn,Vs,contract (an illness)
L5-0913,換取,换取,huànqǔ,VA,"exchange sth. for, get in return"
L5-0914,幻象,幻象,huànxiàng,N,"mirage, phantom, phantasm"
L5-0915,患者,患者,huànzhě,N,"sufferer, patient"
L5-0916,荒唐,荒唐,huāngtáng,Vs,1.absurd; fantastic; preposterous 2.dissipated; loose; intemperate
L5-0917,慌張,慌张,huāngzhāng,Vs,"hurry, hustle, nervous, flustered, fidget, fluster, flurried"
L5-0918,惶恐,惶恐,huángkǒng,Vs,terrified
L5-0919,恍惚,恍惚,huǎnghū,Vs,"illusory, elusive"
L5-0920,灰,灰,huī,N,"ash, dust"
L5-0921,灰塵,灰尘,huīchén,N,"dust, dirt"
L5-0922,輝煌,辉煌,huīhuáng,Vs,"brilliant, glorious"
L5-0923,回合,回合,huíhé,N,"round, bout, encounter"
L5-0924,回絕,回绝,huíjué,VA,"decline, refuse"
L5-0925,回升,回升,huíshēng,Vs,"rise again (after a fall), pick up"
L5-0926,迴響,回响,huíxiǎng,N,echo
L5-0926,回響,回响,huíxiǎng,N,echo
L5-0927,毀,毁,huǐ,VA,"destroy, ruin, damage, burn up, defame, slander, refashion, make over"
L5-0928,悔恨,悔恨,huǐhèn,Vs,regret deeply
L5-0929,毀損,毁损,huǐsǔn,VA,"damage, impair"
L5-0930,匯,汇,huì,VA,"converge, gather together, remit"
L5-0931,繪畫,绘画,huìhuà,N,painting
L5-0932,會見,会见,huìjiàn,VA,meet/see visitors
L5-0933,賄賂,贿赂,huìlù,VA,bribe
L5-0934,匯票,汇票,huìpiào,N,"draft, bill of exchange, money order"
L5-0935,會談,会谈,huìtán,VA,talk
L5-0936,彗星,彗星,huìxīng,N,comet
L5-0937,會意,会意,huìyì,Vs,"understand, comprehend, know"
L5-0938,昏,昏,hūn,Vs,"faint, swoon, dizzy, syncope"
L5-0939,渾身,浑身,húnshēn,N,"from head to foot, all over"
L5-0940,混,混,hùn,Vs,fool/play around together
L5-0941,混淆,混淆,hùnyáo,Vs,"blur, confuse, mix up"
L5-0942,混濁,混浊,hùnzhuó,Vs,"turbid, muddy"
L5-0943,活,活,huó,N,"product, dinkum, work"
L5-0943,活兒,活儿,huór,N,"product, dinkum, work"
L5-0944,活期,活期,huóqí,Vs,current
L5-0945,伙伴,伙伴,huǒbàn,N,"partner, companion"
L5-0946,火箭,火箭,huǒjiàn,N,rocket
L5-0947,火力,火力,huǒlì,N,firepower
L5-0948,火焰,火焰,huǒyàn,N,flame
L5-0949,火藥,火药,huǒyào,N,gunpowder
L5-0950,獲,获,huò,Vs,"obtain, win, reap, capture, catch"
L5-0951,貨幣,货币,huòbì,N,"money, currency"
L5-0952,豁達,豁达,huòdá,Vs,open-minded
L5-0953,貨品,货品,huòpǐn,N,types of goods/product
L5-0954,積,积,jī,Vs,"amass, store up, accumulate"
L5-0955,基層,基层,jīcéng,N,"grass-roots unit, basic/primary level"
L5-0956,基地,基地,jīdì,N,base
L5-0957,機動,机动,jīdòng,Vs,"power-driven, motorized, flexible, in reserve for emergency use, mobile"
L5-0958,基督,基督,Jīdū,Nb,Christ
L5-0959,飢餓,饥饿,jī'è,Vs,starve
L5-0960,肌膚,肌肤,jīfū,N,skin
L5-0961,機警,机警,jījǐng,Vs,alert
L5-0962,機率,机率,jīlǜ,N,probability
L5-0963,機密,机密,jīmì,N,top secret; classified information
L5-0964,機器人,机器人,jīqìrén,N,robot
L5-0965,畸形,畸形,jīxíng,Vs,①deformity; ②abnormal
L5-0966,基因,基因,jīyīn,N,gene
L5-0967,機制,机制,jīzhì,N,"mechanism, way, measure"
L5-0968,激增,激增,jīzēng,Vs,"increase sharply, soar"
L5-0969,即,即,jí,VA,"be, mean"
L5-0970,即,即,jí,Adv,"at present, in the immediate future, then, promptly, at once"
L5-0971,擊,击,jí,VA,"strike, hit, beat, knock; attack, assault"
L5-0972,集,集,jí,M,"[general] partial measuer word for a set of things, sucha s one volume in a set of books, one episode in TV series etc"
L5-0973,嫉妒,嫉妒,jídù,Vs,"be jealous of, envy, hate"
L5-0974,極端,极端,jíduān,Vs,extremeness
L5-0975,極端,极端,jíduān,N,"extreme, exceeding"
L5-0976,籍貫,籍贯,jíguàn,N,native/birth place
L5-0977,集合,集合,jíhé,N,"a set, a class"
L5-0978,集結,集结,jíjié,VA,"mass, concentrate, build up"
L5-0979,急救,急救,jíjiù,VA,"first aid, emergency treatment"
L5-0980,極力,极力,jílì,Adv,"doing one's utmost, sparing no effort"
L5-0981,吉利,吉利,jílì,Vs,"lucky, auspicious, good fortune"
L5-0982,擊落,击落,jíluò,VA,shoot down
L5-0983,汲取,汲取,jíqǔ,VA,"draw, derive"
L5-0984,集權,集权,jíquán,Vs,centralization
L5-0985,即日,即日,jírì,N,this or that very day
L5-0986,即時,即时,jíshí,Adv,"immediately, forthwith"
L5-0987,集體,集体,jítǐ,Adv,collective
L5-0988,集團,集团,jítuán,N,"group, clique, circle, bloc"
L5-0989,極為,极为,jíwéi,Adv,"extremely, exceedingly"
L5-0990,吉祥,吉祥,jíxiáng,Vs,auspicious
L5-0991,及早,及早,jízǎo,Adv,"at an early date, as soon as possible"
L5-0992,急躁,急躁,jízào,Vs,"anxious, tingle"
L5-0993,急診,急诊,jízhěn,VA,emergency treatment
L5-0994,暨,暨,jì,Conj,and
L5-0995,計,计,jì,VA,"count, compute, calculate"
L5-0996,繼承,继承,jìchéng,VA,"inherit, carry on"
L5-0997,季風,季风,jìfēng,N,monsoon
L5-0998,劑量,剂量,jìliàng,N,"dosage, dose"
L5-0999,紀律,纪律,jìlǜ,N,"discipline, morale, laws and regulations"
L5-1000,技能,技能,jìnéng,N,"technical ability, mastery of a skill/technique"
L5-1001,祭祀,祭祀,jìsì,VA,offer sacrifices to gods/ancestors
L5-1002,技藝,技艺,jìyì,N,"skill, artistry, craft, mechanical arts"
L5-1003,家電,家电,jiādiàn,N,household electrical appliances
L5-1004,傢伙,家伙,jiāhuo,N,"guy, fellow, son-of-a-bitch"
L5-1005,家家戶戶,家家户户,jiājiāhùhù,N,"each and every family, every household"
L5-1006,佳節,佳节,jiājié,N,joyful festival
L5-1007,加緊,加紧,jiājǐn,VA,"speed up, intensify"
L5-1008,加快,加快,jiākuài,Vs,"speed up, accelerate"
L5-1009,佳人,佳人,jiārén,N,beautiful woman
L5-1010,枷鎖,枷锁,jiāsuǒ,N,"yoke, chains, fetters, shackles"
L5-1011,加上,加上,jiāshàng,Conj,in addition (to)
L5-1012,家屬,家属,jiāshǔ,N,family members/dependents
L5-1013,加薪,加薪,jiāxīn,VA,"raise pay, increase sb.'s wages, raise sb.'s wages"
L5-1014,加以,加以,jiāyǐ,Conj,in addition (to)
L5-1015,加重,加重,jiāzhòng,VA,"make/become heavier, make/become more serious, aggravate"
L5-1016,夾雜,夹杂,jiázá,Vs,be mixed up or mingled with
L5-1017,假,假,jiǎ,Prep,"borrow, avail of"
L5-1018,假若,假若,jiǎruò,Conj,"if, supposing, in case"
L5-1019,假使,假使,jiǎshǐ,Conj,"if, in case, in the event that"
L5-1020,假象,假象,jiǎxiàng,N,"semblance, appearance, pseudomorph"
L5-1021,架,架,jià,VA,"put up, erect"
L5-1022,架構,架构,jiàgòu,N,"construction, framework"
L5-1023,假期,假期,jiàqí,N,"vacation, holiday"
L5-1024,架子,架子,jiàzi,N,"frame, stand, rack, shelf, framework, skeleton, outline, stance"
L5-1025,煎,煎,jiān,VA,"fry in shallow oil, simmer in water, decoct, be consumed with vexation"
L5-1026,監督,监督,jiāndū,VA,"supervise, superintend, control"
L5-1027,尖端,尖端,jiānduān,Vs,"most advanced, sophisticated"
L5-1028,堅固,坚固,jiāngù,Vs,"firm, solid, sturdy"
L5-1029,艱鉅,艰巨,jiānjù,Vs,"herculean (task), difficult to surmount"
L5-1030,艱苦,艰苦,jiānkǔ,Vs,arduous
L5-1031,艱難,艰难,jiānnán,Vs,"difficult, hard"
L5-1032,堅忍,坚忍,jiānrěn,Vs,"steadfast and persevering (in face of difficulties), long-suffering"
L5-1033,監視,监视,jiānshì,VA,"keep watch on, keep lookout over"
L5-1034,堅信,坚信,jiānxìn,Vs,believe firmly
L5-1035,堅硬,坚硬,jiānyìng,Vs,"hard and solid, firm, rigid, stiff, stony"
L5-1036,兼職,兼职,jiānzhí,VA,hold two or more posts concurrently
L5-1037,簡便,简便,jiǎnbiàn,Vs,be efficient and convenient
L5-1038,簡稱,简称,jiǎnchēng,VA,be called sth. for short
L5-1039,簡化,简化,jiǎnhuà,Vs,simplify
L5-1040,檢討,检讨,jiǎntǎo,VA,"discuss thoroughly, self-criticize"
L5-1041,簡體字,简体字,jiǎntǐzì,N,simplified characters
L5-1042,漸,渐,jiàn,Adv,"gradually, by degrees"
L5-1043,賤,贱,jiàn,Vs,"cheap, inexpensive, worthless; lowly, humble; despicable"
L5-1044,濺,溅,jiàn,VA,"splash, spatter"
L5-1045,建國,建国,jiànguó,VA,found or build up a state
L5-1046,見解,见解,jiànjiě,N,"view, opinion, understanding"
L5-1047,健身,健身,jiànshēn,VA,"keep fit, exercise"
L5-1048,健身房,健身房,jiànshēnfáng,N,"gymnasium, gym"
L5-1049,見識,见识,jiànshì,VA,widen one's knowledge/experience
L5-1050,建造,建造,jiànzào,VA,"build, construct, make"
L5-1051,見證,见证,jiànzhèng,VA,see with one's own eyes
L5-1052,健壯,健壮,jiànzhuàng,Vs,"be healthy and strong, beefy, robust, sturdy"
L5-1053,將,将,jiāng,Prep,introducing object of main verb
L5-1054,將軍,将军,jiāngjūn,N,"high-rank officer, general"
L5-1055,講理,讲理,jiǎnglǐ,Vs,"argue, reason, be reasonable, reasonable, listen to reason, argument"
L5-1056,獎勵,奖励,jiǎnglì,VA,"encourage and reward, award"
L5-1057,獎賞,奖赏,jiǎngshǎng,N,"reward, premium, reinforcement, meed, prix, purse, guerdon"
L5-1058,講習,讲习,jiǎngxí,N,lecture and study
L5-1059,講義,讲义,jiǎngyì,N,"mimeographed/printed teaching materials, class handouts, commentaries on classics"
L5-1060,講座,讲座,jiǎngzuò,N,"course of lectures, professorship, chair"
L5-1061,獎狀,奖状,jiǎngzhuàng,N,certificate of merit
L5-1062,交錯,交错,jiāocuò,Vs,"interlock, crisscross"
L5-1063,交貨,交货,jiāohuò,VA,deliver goods
L5-1064,交集,交集,jiāojí,N,"product, union, sum, join, intersection"
L5-1065,焦急,焦急,jiāojí,Vs,"anxious, nettle, peeve, worried, vex, fuss, fretful"
L5-1066,交情,交情,jiāoqíng,N,"friendship, friendly relations"
L5-1067,交涉,交涉,jiāoshè,VA,"negotiate, make representations"
L5-1068,交談,交谈,jiāotán,VA,"converse, chat"
L5-1069,腳本,脚本,jiǎoběn,N,"script, scenario"
L5-1070,攪和,搅和,jiǎohuo,VA,"mingle, mixture, blend, stir, mix, spoil, mess up"
L5-1071,轎車,轿车,jiàochē,N,car
L5-1072,教官,教官,jiàoguān,N,"schoolmaster, instructor, military instructor"
L5-1073,叫好,叫好,jiàohǎo,Vs,"applaud, shout ""Bravo!"""
L5-1074,教化,教化,jiàohuà,VA,enlighten people by education
L5-1075,教誨,教诲,jiàohuì,N,"teaching, instruction, admonition"
L5-1076,較量,较量,jiàoliàng,VA,"argue, have a trial of strength, have trial of strength, dispute, have trial of skill, have a contest, stack_up, haggle, contest, have a test of strength, measure one's strength with"
L5-1077,教徒,教徒,jiàotú,N,believer/follower of a religion
L5-1078,教員,教员,jiàoyuán,N,"teacher, instructor"
L5-1079,皆,皆,jiē,Adv,"all, everyone"
L5-1080,階層,阶层,jiēcéng,N,social stratum
L5-1081,街坊,街坊,jiēfāng,N,"neighbors, neighborhood"
L5-1082,接管,接管,jiēguǎn,VA,take over management
L5-1083,階級,阶级,jiējí,N,social class
L5-1084,接連,接连,jiēlián,Adv,"in a row, in succession"
L5-1085,揭幕,揭幕,jiēmù,Vs,"inauguration, undrape, prologize, unveil, kick off, inaugurate"
L5-1086,接納,接纳,jiēnà,VA,accept
L5-1087,接洽,接洽,jiēqià,VA,"take up a matter with, arrange (business/etc) with"
L5-1088,揭曉,揭晓,jiēxiǎo,VA,"announce, publish"
L5-1089,截,截,jié,VA,"to cut in two; intercept, stop, block"
L5-1090,截,截,jié,M,"[proximation] partial measure word for a cutted part of long, narrow thing"
L5-1091,潔白,洁白,jiébái,Vs,pure
L5-1092,節儉,节俭,jiéjiǎn,Vs,"scrimp, economize, thrifty, husband, frugal, stint, retrench, pinch"
L5-1093,竭力,竭力,jiélì,Adv,try one's best
L5-1094,節慶,节庆,jiéqìng,N,festival
L5-1095,結實,结实,jiéshí,Vs,"strong, solid, durable"
L5-1096,結業,结业,jiéyè,Vs,graduate
L5-1097,結緣,结缘,jiéyuán,VA,form ties
L5-1098,解答,解答,jiědá,N,answer
L5-1099,解放,解放,jiěfàng,VA,"liberate, emancipate"
L5-1100,解渴,解渴,jiěkě,Vs,to quench thirst; to allay one's thirst; to assuage one's thirst; to relieve
L5-1101,解剖,解剖,jiěpǒu,VA,dissect
L5-1102,解說,解说,jiěshuō,VA,"explain orally, appease"
L5-1103,解體,解体,jiětǐ,VA,disintegrate
L5-1104,解脫,解脱,jiětuō,VA,"free (extricate) oneself, release from worldly cares"
L5-1105,解約,解约,jiěyuē,VA,"free, terminate an agreement, discharge"
L5-1106,屆,届,jiè,Vs,fall due
L5-1107,戒,戒,jiè,VA,"guard against, exhort, admonish, warn, give up, drop, stop"
L5-1108,戒備,戒备,jièbèi,VA,"guard, take precautions"
L5-1109,借貸,借贷,jièdài,VA,"borrow/lend money, debit and credit sides"
L5-1110,藉口,借口,jièkǒu,N,"excuse, pretext"
L5-1111,介入,介入,jièrù,VA,"intervene, interpose, get involved"
L5-1112,屆時,届时,jièshí,Adv,"at appointed time, on the occasion"
L5-1113,金錢,金钱,jīnqián,N,"money, wealth"
L5-1114,津貼,津贴,jīntiē,N,"subsidy, allowance"
L5-1115,金魚,金鱼,jīnyú,N,goldfish
L5-1116,緊湊,紧凑,jǐncòu,Vs,compact; tight; terse; well-knit
L5-1117,緊密,紧密,jǐnmì,Vs,"close together, inseparable, rapid and intense"
L5-1118,緊縮,紧缩,jǐnsuō,VA,"reduce, retrench"
L5-1119,謹慎,谨慎,jǐnshèn,Vs,"cautious, circumspect"
L5-1120,近,近,jìn,Adv,almost
L5-1121,進場,进场,jìnchǎng,VA,march into arena
L5-1122,近代,近代,jìndài,N,modern times
L5-1123,進度,进度,jìndù,N,"rate of advance, planned speed, schedule"
L5-1124,勁,劲,jìn,N,"physical strength, force"
L5-1124,勁兒,劲儿,jìnr,N,"physical strength, force"
L5-1125,進而,进而,jìn'ér,Conj,proceeding to the next step
L5-1126,進攻,进攻,jìngōng,VA,"attack, assault"
L5-1127,進化,进化,jìnhuà,Vs,evolve
L5-1128,晉級,晋级,jìnjí,Vs,"rise in rank, be promoted"
L5-1129,進軍,进军,jìnjūn,VA,"march, advance (as of troops)"
L5-1130,盡力,尽力,jìnlì,Vs,try one's best
L5-1131,禁令,禁令,jìnlìng,N,"prohibition, ban"
L5-1132,進修,进修,jìnxiū,VA,"engage in advanced studies, take refresher course"
L5-1133,進展,进展,jìnzhǎn,VA,make progress/headway
L5-1134,精,精,jīng,Vs,"perfect, excellent, refined, meticulous, precise, sharp, clever, shrewd"
L5-1135,經典,经典,jīngdiǎn,N,"classics, scriptures"
L5-1136,精光,精光,jīngguāng,Vs,stark naked
L5-1137,精華,精华,jīnghuá,N,"cream, quintessence"
L5-1138,驚惶,惊惶,jīnghuáng,Vs,become alarmed/panic-stricken
L5-1139,經濟,经济,jīngjì,Vs,"economical, thrifty, of economic value"
L5-1140,京劇,京剧,Jīngjù,N,Beijing opera
L5-1141,精明,精明,jīngmíng,Vs,"astute, shrewd"
L5-1142,驚奇,惊奇,jīngqí,Vs,"wonder, be surprised/amazed"
L5-1143,精髓,精髓,jīngsuǐ,N,"marrow, pith, quintessence"
L5-1144,經書,经书,jīngshū,N,Confucian classics
L5-1145,驚喜,惊喜,jīngxǐ,Vs,be pleasantly surprised
L5-1146,驚險,惊险,jīngxiǎn,Vs,breathtaking
L5-1147,鯨魚,鲸鱼,jīngyú,N,whale
L5-1148,精緻,精致,jīngzhì,Vs,"fine, exquisite, delicate"
L5-1149,井,井,jǐng,N,well
L5-1150,警報,警报,jǐngbào,N,"alarm, warning, alert"
L5-1151,景觀,景观,jǐngguān,N,landscape
L5-1152,警覺,警觉,jǐngjué,Vs,awake
L5-1153,景氣,景气,jǐngqì,N,"prosperity, boom"
L5-1154,警惕,警惕,jǐngtì,VA,"be extra cautious, alert"
L5-1155,警衛,警卫,jǐngwèi,N,(security) guard
L5-1156,景物,景物,jǐngwù,N,scenery
L5-1157,景象,景象,jǐngxiàng,N,"scene, sight, picture, prospects"
L5-1158,竟,竟,jìng,Adv,unexpectedly
L5-1159,淨,净,jìng,Adv,"completely, only, merely, nothing but"
L5-1160,敬,敬,jìng,VA,to offer or serve sth politely
L5-1161,境地,境地,jìngdì,N,"condition, circumstances"
L5-1162,敬佩,敬佩,jìngpèi,Vs,"esteem, admire"
L5-1163,竟然,竟然,jìngrán,Adv,"unexpectedly, to one's surprise"
L5-1164,競賽,竞赛,jìngsài,VA,"compete, contest"
L5-1165,競選,竞选,jìngxuǎn,VA,"campaign (for office), run for"
L5-1166,揪,揪,jiū,VA,"hold tight, seize, pull, tug, drag"
L5-1167,糾紛,纠纷,jiūfēn,N,"complication, dustup, entanglement, tangle"
L5-1168,酒店,酒店,jiǔdiàn,N,"wineshop, public house"
L5-1169,酒館,酒馆,jiǔguǎn,N,tavern
L5-1170,酒精,酒精,jiǔjīng,N,ethyl alcohol
L5-1171,就,就,jiù,Vs,"①take advantage of, turn to profit; ②approach, draw near, come close to"
L5-1172,就,就,jiù,Adv,"exactly, precisely, only, merely, just"
L5-1173,舅父,舅父,jiùfù,N,"mother's brother, uncle"
L5-1174,救濟,救济,jiùjì,VA,"relieve, succor"
L5-1175,就緒,就绪,jiùxù,Vs,"be in order, be ready"
L5-1176,救援,救援,jiùyuán,VA,"rescue, come to sb.'s help"
L5-1177,居,居,jū,VA,occupy (position/place)
L5-1178,局部,局部,júbù,Det,part
L5-1179,局面,局面,júmiàn,N,"aspect, phase, situation"
L5-1180,舉例,举例,jǔlì,VA,give an example
L5-1181,沮喪,沮丧,jǔsàng,Vs,"depressed, disheartened"
L5-1182,舉止,举止,jǔzhǐ,N,"bearing, manner, mien"
L5-1183,舉重,举重,jǔzhòng,N,"weight lifting, lift weights"
L5-1184,拒,拒,jù,VA,"resist, repel, refuse, reject"
L5-1185,距,距,jù,Prep,be apart/away from
L5-1186,據,据,jù,Prep,"according to, on the grounds of"
L5-1187,聚餐,聚餐,jùcān,VA,"mess, split, have dinner party, have a dinner party, dine together"
L5-1188,俱全,俱全,jùquán,Vs,complete in all varieties
L5-1189,巨人,巨人,jùrén,N,"giant, colossus"
L5-1190,據悉,据悉,jùxī,Conj,it is reported that...
L5-1191,捐獻,捐献,juānxiàn,VA,contribute (to organization)
L5-1192,捐贈,捐赠,juānzèng,VA,"contribute (as gift), donate, present"
L5-1193,絕大多數,绝大多数,juédàduōshù,Det,"most of, majority"
L5-1194,絕跡,绝迹,juéjī,Vs,"die out, disappearance, die out, go away, die off, vanish, be stamped out, disappear"
L5-1195,決賽,决赛,juésài,N,finals
L5-1196,決議,决议,juéyì,N,resolution
L5-1197,抉擇,抉择,juézé,N,choice
L5-1198,均,均,jūn,Adv,"without exception, all"
L5-1199,軍備,军备,jūnbèi,N,"armament, arms"
L5-1200,軍閥,军阀,jūnfá,N,warlord
L5-1201,軍官,军官,jūnguān,N,officer
L5-1202,均衡,均衡,jūnhéng,Vs,balance
L5-1203,軍艦,军舰,jūnjiàn,N,"warship, naval vessel"
L5-1204,均勻,均匀,jūnyún,Vs,"even, well-distributed"
L5-1205,卡通,卡通,kǎtōng,N,cartoon
L5-1206,開辦,开办,kāibàn,VA,"open, set up, start (business/etc)"
L5-1207,開導,开导,kāidǎo,VA,to explain and convince
L5-1208,開動,开动,kāidòng,VA,to start; to set in motion; to operate; to work
L5-1209,開飯,开饭,kāifàn,VA,"serve meal, serve a meal"
L5-1210,開放,开放,kāifàng,Vs,open
L5-1211,開口,开口,kāikǒu,VA,"start to talk, speak"
L5-1212,開闊,开阔,kāikuò,Vs,widen
L5-1213,開路,开路,kāilù,VA,"open circuit, blaze a trail, blaze trail, cleave, open a way, pioneer, open way, lead way"
L5-1214,開幕,开幕,kāimù,Vs,"open, inaugurate (meeting/etc), raise curtain"
L5-1215,開盤,开盘,kāipán,VA,give the opening quotation
L5-1216,開闢,开辟,kāipì,VA,"open/set up, start, build (road)"
L5-1217,開啟,开启,kāiqǐ,VA,open
L5-1218,開頭,开头,kāitóu,N,"opening move, beginning, start, front, initiative, first step, opening"
L5-1218,開頭兒,开头儿,kāitóur,N,"opening move, beginning, start, front, initiative, first step, opening"
L5-1219,開銷,开销,kāixiāo,N,expense
L5-1220,開業,开业,kāiyè,VA,"institute, open a private practice, practicing, establish, start business"
L5-1221,開展,开展,kāizhǎn,VA,"develop, launch, unfold"
L5-1222,開張,开张,kāizhāng,VA,"open up, open, open a business, auspicate, the first transaction of a day's business, begin doing business, first transaction of day"
L5-1223,刊登,刊登,kāndēng,VA,publish in periodical
L5-1224,看守,看守,kānshǒu,VA,"watch, guard"
L5-1225,刊物,刊物,kānwù,N,"publication, periodical"
L5-1226,康復,康复,kāngfù,Vs,"restore to health, recover"
L5-1227,慷慨,慷慨,kāngkǎi,Vs,be generous/liberal/unselfish
L5-1228,扛,扛,káng,VA,carry on shoulder
L5-1229,抗爭,抗争,kàngzhēng,VA,"make stand against, resist"
L5-1230,考場,考场,kǎochǎng,N,examination hall/room
L5-1231,考古,考古,kǎogǔ,VA,engage in archaeological studies
L5-1232,考生,考生,kǎoshēng,N,examinee
L5-1233,考驗,考验,kǎoyàn,VA,test
L5-1234,刻畫,刻画,kèhuà,VA,"depict, portray"
L5-1234,刻劃,刻划,kèhuà,VA,"depict, portray"
L5-1235,科幻,科幻,kēhuàn,Vs,scientific and fictional
L5-1236,苛責,苛责,kēzé,VA,excoriate
L5-1237,殼,壳,ké,N,"shell, crust"
L5-1238,可觀,可观,kěguān,Vs,"considerable, sizable"
L5-1239,可見,可见,kějiàn,Conj,it is thus evident that
L5-1240,可望,可望,kěwàng,Vs,has been expected
L5-1241,可行,可行,kěxíng,Vs,feasible
L5-1242,刻薄,刻薄,kèbó,Vs,"mean, ungenerous, carping, harsh"
L5-1243,客機,客机,kèjī,N,aircraft
